Dialogue ID,Chapter ID,Dialogue,Character Name,Character ID,Species,Gender,House,Patronus,Wand (Wood),Wand (Core),Place ID,Place Name,Place Category
762,27,Now what are we gonna do?!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
763,27,Just relax!,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
764,27,Hermione! Where are you?!,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
765,27,Do what I say. Trust me.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
766,27,Ahh! Harry!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
767,27,Harry!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
768,27,Are you okay?,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
769,27,"Yeah, yeah, I'm fine.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
770,27,Help!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
771,27,"He's not relaxing, is he?",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
772,27,Apparently not.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
773,27,Help! Help me!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
774,27,We've got to do something!,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
775,27,What?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
776,27,Uh! I remember reading something in Herbology.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
777,27,Help!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
778,27,"Um Devil's Snare, Devil's Scare,  it's deadly fun...but will sulk in the sun! That's it! Devil's Snare hates sunlight!  Lumos Solem!",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
779,27,Ahhh!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
780,27,"Ron, are you okay?",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
781,27,Yeah.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
782,27,Okay.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
783,27,Whew. Lucky we didn't panic!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
784,27,Lucky Hermione pays attention in Herbology.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
785,27,What is that?,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
786,27,I don't know. Sounds like wings.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
787,27,Curious. I've never seen birds like these.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
788,27,"They're not birds, they're keys. And I'll bet one of them fits that door.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
789,27,What's this all about?,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
790,27,I don't know. Strange.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
791,27,"Alohomora!  Well, it was worth a try.",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
792,27,Ugh! What're we going to do? There must be 1000 keys up there!,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
793,27,We're looking for a big old fashioned one. Probably rusty like the handle.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
794,27,There! I see it!  The one with the broken wing!,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
795,27,"What's wrong, Harry?",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
796,27,It's too simple.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
797,27,"Oh, go on, Harry! If Snape can catch it on that old broomstick, you can! You're the youngest seeker in a century!",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
798,27,This complicates things a bit!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
799,27,Catch the key!,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
800,27,Hurry up!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
801,28,I don't like this. I don't like this at all.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
802,28,Where are we? A graveyard.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
803,28,This is no graveyard.  It's a chessboard.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
804,28,There's the door.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
805,28,Now what do we do?,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
806,28,"It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight.",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
807,28,What happens now?,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
808,28,"Well, white moves first, and then...we play.",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
809,28,"Ron, you don't suppose this is going to be like...real wizard's chess, do you?",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
810,28,"You there! D-5!  Yes, Hermione, I think this is going to be exactly like wizard's chess!",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
811,29,"Castle to E-4! Smash! Ron: Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game.",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
812,29,Wait a minute.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
813,29,"You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King.",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
814,29,"No, Ron! No!",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
815,29,What is it?,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
816,29,He's going to sacrifice himself!,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
817,29,"No, Ron, you can't!  There must be another way!",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
818,29,"Do you want to stop Snape or not? Harry, it's you that has to go on. I know it. Not me, not Hermione, you.  Knight...to H-3.",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
819,29,Check.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
820,29,Ahhhh!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,64,Underground Chambers,Hogwarts
821,29,"RON!  NO! Don't move! Dont forget, we're still playing.  Checkmate.  Take care of Ron. Then, go to the owlery. Send a message to Dumbledore. Ron's right...I have to go on.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
822,29,"You'll be okay, Harry. You're a great wizard, you really are.",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
823,29,Not as good as you.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
824,29,"Me? Books and cleverness? There are more important things. Friendship, and bravery. And Harry, just be careful.",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,64,Underground Chambers,Hogwarts
825,30,"You?  No. I-it can't be. Snape, h-he was the one--",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
826,30,"Yes. He does seem the type, doesn't he? Next to him, who would suspect p-p-p-poor st-stuttering Professor Quirrell?",Quirinus Quirrell,41,Human,Male,Ravenclaw,,Alder,Unicorn Hair,64,Underground Chambers,Hogwarts
827,30,"But-but that day, during the Quidditch match, Snape tried to kill me.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
828,30,"No, dear boy. I tried to kill you.  And trust me, if Snape's cloak hadn't caught fire and broken my eye contact, I would have succeeded, even with Snape muttering his little countercurse.",Quirinus Quirrell,41,Human,Male,Ravenclaw,,Alder,Unicorn Hair,64,Underground Chambers,Hogwarts
829,30,Snape was trying to save me?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
830,30,I knew you were a danger to me right from the off. Especially after Halloween.,Quirinus Quirrell,41,Human,Male,Ravenclaw,,Alder,Unicorn Hair,64,Underground Chambers,Hogwarts
831,30,Then-then you let the troll in.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
832,30,"Very good, Potter, yes. Snape, unfortunately, wasn't fooled. While everyone else was running about the dungeon, he went to the third floor to head me off. He, of course, never trusted me again.  He rarely left me alone. But he doesn't understand. I'm never alone, never.  Now, what does this mirror do? I see what I desire. I see myself holding the stone. But how do I get it?",Quirinus Quirrell,41,Human,Male,Ravenclaw,,Alder,Unicorn Hair,64,Underground Chambers,Hogwarts
833,30,Use the boy.,Voldemort,9,Human,Male,Slytherin,,Yew,Phoenix Feather,64,Underground Chambers,Hogwarts
834,30,"Come here, Potter. Now!  Tell me... what do you see?  What is it?  What do you see?",Quirinus Quirrell,41,Human,Male,Ravenclaw,,Alder,Unicorn Hair,64,Underground Chambers,Hogwarts
835,30,I-I'm shaking hands with Dumbledore. I've won the House Cup.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
836,30,He lies.,Voldemort,9,Human,Male,Slytherin,,Yew,Phoenix Feather,64,Underground Chambers,Hogwarts
837,30,Tell the truth! What do you see?!,Quirinus Quirrell,41,Human,Male,Ravenclaw,,Alder,Unicorn Hair,64,Underground Chambers,Hogwarts
838,30,Let me speak to him.,Voldemort,9,Human,Male,Slytherin,,Yew,Phoenix Feather,64,Underground Chambers,Hogwarts
839,30,"Master, you are not strong enough.",Quirinus Quirrell,41,Human,Male,Ravenclaw,,Alder,Unicorn Hair,64,Underground Chambers,Hogwarts
840,30,I have strength enough for this.,Voldemort,9,Human,Male,Slytherin,,Yew,Phoenix Feather,64,Underground Chambers,Hogwarts
841,30,"Harry Potter, we meet again.",Voldemort,9,Human,Male,Slytherin,,Yew,Phoenix Feather,64,Underground Chambers,Hogwarts
842,30,Voldemort.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
843,30,"Yes. You see what I've become? See what I must do to survive? Live off another, a mere parasite. Unicorn blood can sustain me, but it cannot give me a body of my own. But there is something that can, something that, conveniently enough, lies in your pocket.",Voldemort,9,Human,Male,Slytherin,,Yew,Phoenix Feather,64,Underground Chambers,Hogwarts
844,31,Stop him.  Don't be a fool! Why suffer a horrific death when you can join me and live?!,Voldemort,9,Human,Male,Slytherin,,Yew,Phoenix Feather,64,Underground Chambers,Hogwarts
845,31,Never!,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
846,31,"Haha. Bravery. Your parents had it too. Tell me, Harry, would you like to see your mother and father again? Together, we can bring them back.  All I ask for is something in return.  That's it, Harry. There is no good and evil. There is only power, and those too weak to seek it. Together, we'll do extraordinary things. Just give me the stone!",Voldemort,9,Human,Male,Slytherin,,Yew,Phoenix Feather,64,Underground Chambers,Hogwarts
847,31,You liar!,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,64,Underground Chambers,Hogwarts
848,31,Kill him!,Voldemort,9,Human,Male,Slytherin,,Yew,Phoenix Feather,64,Underground Chambers,Hogwarts
849,31,Ahh! Ahh!  What is this magic?,Quirinus Quirrell,41,Human,Male,Ravenclaw,,Alder,Unicorn Hair,64,Underground Chambers,Hogwarts
850,31,Fool! Get the stone!,Voldemort,9,Human,Male,Slytherin,,Yew,Phoenix Feather,64,Underground Chambers,Hogwarts
851,32,"Good afternoon, Harry. Ah. Tokens from your admirers?",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,43,Hospital Wing,Hogwarts
852,32,Admirers?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,43,Hospital Wing,Hogwarts
853,32,"What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows.  Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,43,Hospital Wing,Hogwarts
854,32,Ron was here? Is he all right? What about Hermione?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,43,Hospital Wing,Hogwarts
855,32,Fine. They're both just fine.,Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,43,Hospital Wing,Hogwarts
856,32,"But, what happened to the Stone?",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,43,Hospital Wing,Hogwarts
857,32,"Relax, dear boy. The stone has been destroyed. My friend Nicholas and I had a little chat and agreed it was best all around.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,43,Hospital Wing,Hogwarts
858,32,"But Flamel, he'll die, won't he?",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,43,Hospital Wing,Hogwarts
859,32,"He has enough Elixir to set his affairs in order. But yes, he will die.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,43,Hospital Wing,Hogwarts
860,32,"How is it I got the Stone, sir? One minute I was staring in the mirror, and the next...",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,43,Hospital Wing,Hogwarts
861,32,"Ah. You see, only a person who wanted to find the Stone, find it, but not use it, would be able to get it. That is one of my more brilliant ideas. And between you and me that's saying something.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,43,Hospital Wing,Hogwarts
862,32,"Does that mean, with the Stone gone, I mean, that Voldemort can never come back?",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,43,Hospital Wing,Hogwarts
863,32,"Ah, I'm afraid there are ways in which he can return. Harry, do you know why Professor Quirrell couldn't bear to have you touch him?  It was because of your mother. She sacrificed herself for you, and that kind of act leaves a mark.  No, no, this kind of mark cannot be seen. It lives in your very skin.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,43,Hospital Wing,Hogwarts
864,32,What is it?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,43,Hospital Wing,Hogwarts
865,32,"Love, Harry, love.  Ah. Bertie Bott's Every Flavor Beans. I was most unfortunate in my youth to come across a vomit flavored one, and since then I have lost my liking for them. But I think I could be safe with a nice toffee... Mm. Alas. Earwax.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,43,Hospital Wing,Hogwarts
866,32,"All right there, Ron?",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,43,Hospital Wing,Hogwarts
867,32,All right? You?,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,43,Hospital Wing,Hogwarts
868,32,All right. Hermione?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,43,Hospital Wing,Hogwarts
869,32,Never better.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,43,Hospital Wing,Hogwarts
870,33,"Another year, gone! And now, as I understand it, the house cup needs awarded and the points stand thus. In fourth place: Gryffindor, with 312 points!  In third place: Hufflepuff, with 352 points!  Second: Ravenclaw, with 426 points!  And in first place, with 472 points: Slytherin house!  Yes, well done Slytherin, well done Slytherin. However, recent events must be taken into account and I have a few last minute points to award.  First, to Miss Hermione Granger, for the cool use of intellect while others were in grave peril: fifty points!  Second, to Mr Ronald Weasley, for the best played game of chess that Hogwarts has seen these many years: fifty points!  And third, to mister Harry Potter, for pure love and outstanding courage, I award Gryffindor house: sixty points!",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,36,Great Hall,Hogwarts
871,33,We're tied with Slytherin!,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,36,Great Hall,Hogwarts
872,33,"And finally: it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends. I award ten points to Neville Longbottom!  Assuming that my calculations are correct, I believe that a change of decoration is in order!  Gryffindor wins the House Cup!",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,36,Great Hall,Hogwarts
873,33,Yes!,Rubeus Hagrid,5,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,36,Great Hall,Hogwarts
874,33,Neville!,Seamus Finnigan,29,Human,Male,Gryffindor,Fox,,,36,Great Hall,Hogwarts
875,33,Yeah! We won!!,Lee Jordan,52,Human,Male,Gryffindor,,,,36,Great Hall,Hogwarts
876,34,"Come on now, hurry up. You'll be late. Train's leaving. Go on. Go on. Come on. Hurry up.",Rubeus Hagrid,5,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,36,Great Hall,Hogwarts
877,34,"Come on, Harry.",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,36,Great Hall,Hogwarts
878,34,One minute.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,36,Great Hall,Hogwarts
879,34,"Thought you were leaving without saying good-bye, didja?  This is for you.",Rubeus Hagrid,5,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,36,Great Hall,Hogwarts
880,34,"Thanks, Hagrid.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,36,Great Hall,Hogwarts
881,34,"Oh. Go on...on with you.  Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his.",Rubeus Hagrid,5,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,36,Great Hall,Hogwarts
882,34,"But Hagrid, we're not allowed to do magic away from Hogwarts. You know that.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,36,Great Hall,Hogwarts
883,34,"I do. But your cousin don't, do he? Eh?  Off you go.",Rubeus Hagrid,5,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,36,Great Hall,Hogwarts
884,34,"Feels strange to be going home, doesn't it?",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,36,Great Hall,Hogwarts
885,34,I'm not going home. Not really.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,36,Great Hall,Hogwarts
886,35,"I can't let you out, Hedwig. I'm not allowed to use magic outside of school. Besides, if Uncle Vernon",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
887,35,Harry Potter!,Vernon Dursley,21,Human,Male,,,,,8,4 Privet Drive,Dwellings
888,35,Now you've done it.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
889,35,He's in there. Vernon,Petunia Dursley,32,Human,Female,,,,,8,4 Privet Drive,Dwellings
890,35,"I'm warning you, if you can't control that bloody bird it'll have to go.",Vernon Dursley,21,Human,Male,,,,,8,4 Privet Drive,Dwellings
891,35,But she's bored! If I could only let outonly let out for an hour or two.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
892,35,"Huh, huh! So you could send secret messages to you freaky little friends. No, sir!",Vernon Dursley,21,Human,Male,,,,,8,4 Privet Drive,Dwellings
893,35,But I haven't had any messages from any of my friends not one all summer.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
894,35,Who'd want to be friends with you?,Dudley Dursley,31,Human,Male,,,,,8,4 Privet Drive,Dwellings
895,35,"I should think you'd be a little more grateful. We've raised you since you were a baby, given you the food off our table, even let you have Dudley's second bedroom, purely out of the goodness of our hearts.",Vernon Dursley,21,Human,Male,,,,,8,4 Privet Drive,Dwellings
896,35,"Not now, Bopkins. For when the Masons arrive.",Petunia Dursley,32,Human,Female,,,,,8,4 Privet Drive,Dwellings
897,35,"Which should be any minute! AhemNow let's go over our schedule once again, shall we? Petunia when the Masons arrive you will be?",Vernon Dursley,21,Human,Male,,,,,8,4 Privet Drive,Dwellings
898,35,"in the lounge, waiting to welcome them graciously into our home.",Petunia Dursley,32,Human,Female,,,,,8,4 Privet Drive,Dwellings
899,35,"Good! And- and Dudley, you will be?",Vernon Dursley,21,Human,Male,,,,,8,4 Privet Drive,Dwellings
900,35,I'll be waiting to open the door!,Dudley Dursley,31,Human,Male,,,,,8,4 Privet Drive,Dwellings
901,35,Excellent! And you?,Vernon Dursley,21,Human,Male,,,,,8,4 Privet Drive,Dwellings
902,35,"I'll be in my bedroom, making no noise and pretending that I don't exist.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
903,35,"Too right, you will. With any luck, this could well be the day I make the biggest deal of my career. And you will not mess it up!",Vernon Dursley,21,Human,Male,,,,,8,4 Privet Drive,Dwellings
904,36,Mr. and Mrs. Mason! Do come in!,Vernon Dursley,21,Human,Male,,,,,8,4 Privet Drive,Dwellings
905,36,"Ha- ha- ha! Ha, ha! Ho, ho, ho! Ha, ha! Harry Potter! Such an honor it is!",Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
906,36,Who are you?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
907,36,"Dobby sir, Dobby the house elf.",Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
908,36,"Not to be to be rude or anything, but this isn't a great time for me to have a house elf in my bedroom.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
909,36,"Oh, oh yes, sir! Dobby understands! It's just that, Dobby has come to tell you- it is difficult, sir- Dobby wonders where to begin?",Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
910,36,Why don't you sit down?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
911,36,"S-sit down? S-sit- sit down? Oh, oh, ho. Oh, ho, ho Oh, ho, ho. Ohh, ho, hoo",Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
912,36,"Dobby, ssh! I'm sorry! I didn't mean to offend you, or anything.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
913,36,"Offend Dobby? Dobby has heard of your greatness, sir, but never has he been asked to sit down by a wizard, like an equal.",Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
914,36,You can't have met many decent wizards then.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
915,36,"No, I haven't. That was an awful thing to say. Bad Dobby!",Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
916,36,"Stop, Dobby!",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
917,36,Bad Dobby!,Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
918,36,"Dobby, shh!",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
919,36,Baaad Dobby!,Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
920,36,"Dobby, please stop!",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
921,36,"Ohh, don't mind that! It's just the cat.",Vernon Dursley,21,Human,Male,,,,,8,4 Privet Drive,Dwellings
922,36,Bad Dobby. Bad Dobby!,Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
923,36,"Stop! Stop, Dobby. Please be quiet! Are you all right?",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
924,36,"Dobby had to punish himself, sir. Dobby almost spoke ill of his family, sir.",Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
925,36,Your family?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
926,36,"The wizard family Dobby serves, sir. Dobby is bound to serve one family forever. If they ever knew Dobby was hereooh But Dobby had to come. Dobby has to protect Harry Potter- to warn him. Harry Potter must not go back to Hogwarts School of Witchcraft and Wizardry this year! There is a plot, a plot to make most terrible things happen.",Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
927,36,What terrible things? Who's plotting them?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
928,36,Ooo er can't say argh...,Dobby,27,House Elf,Male,,,,,8,4 Privet Drive,Dwellings
929,36,OkÃÂ¢ÃÂÃÂ I- understand. You can't- say.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,8,4 Privet Drive,Dwellings
